sample_id,attribute,object,question,visual_answer,prior_answer,cf_image,std_image,source
size_0023,size,apples,"Which is bigger, the apples?",apples,dog,arbitration_dataset/images/size/size_0023_cf.png,arbitration_dataset/images/size/size_0023_std.png,visual_counterfact
size_0024,size,armadillo,"Which is bigger, the armadillo?",butterfly,armadillo,arbitration_dataset/images/size/size_0024_cf.png,arbitration_dataset/images/size/size_0024_std.png,visual_counterfact
size_0025,size,armour,"Which is bigger, the armour?",armour,barn,arbitration_dataset/images/size/size_0025_cf.png,arbitration_dataset/images/size/size_0025_std.png,visual_counterfact
size_0026,size,armour,"Which is bigger, the armour?",lime,armour,arbitration_dataset/images/size/size_0026_cf.png,arbitration_dataset/images/size/size_0026_std.png,visual_counterfact
size_0027,size,artichoke,"Which is bigger, the artichoke?",matchstick,artichoke,arbitration_dataset/images/size/size_0027_cf.png,arbitration_dataset/images/size/size_0027_std.png,visual_counterfact
size_0028,size,artichoke,"Which is bigger, the artichoke?",artichoke,stork,arbitration_dataset/images/size/size_0028_cf.png,arbitration_dataset/images/size/size_0028_std.png,visual_counterfact
size_0029,size,asparagus,"Which is bigger, the asparagus?",asparagus,jeans,arbitration_dataset/images/size/size_0029_cf.png,arbitration_dataset/images/size/size_0029_std.png,visual_counterfact
size_0030,size,asparagus,"Which is bigger, the asparagus?",emerald,asparagus,arbitration_dataset/images/size/size_0030_cf.png,arbitration_dataset/images/size/size_0030_std.png,visual_counterfact
size_0031,size,avocado,"Which is bigger, the avocado?",avocado,gorilla,arbitration_dataset/images/size/size_0031_cf.png,arbitration_dataset/images/size/size_0031_std.png,visual_counterfact
size_0032,size,avocado,"Which is bigger, the avocado?",spider,avocado,arbitration_dataset/images/size/size_0032_cf.png,arbitration_dataset/images/size/size_0032_std.png,visual_counterfact
size_0033,size,axolotl,"Which is bigger, the axolotl?",axolotl,table,arbitration_dataset/images/size/size_0033_cf.png,arbitration_dataset/images/size/size_0033_std.png,visual_counterfact
size_0034,size,axolotl,"Which is bigger, the axolotl?",safety pin,axolotl,arbitration_dataset/images/size/size_0034_cf.png,arbitration_dataset/images/size/size_0034_std.png,visual_counterfact
size_0035,size,bagel,"Which is bigger, the bagel?",bagel,stork,arbitration_dataset/images/size/size_0035_cf.png,arbitration_dataset/images/size/size_0035_std.png,visual_counterfact
size_0036,size,bagel,"Which is bigger, the bagel?",matchstick,bagel,arbitration_dataset/images/size/size_0036_cf.png,arbitration_dataset/images/size/size_0036_std.png,visual_counterfact
size_0037,size,ballpoint,"Which is bigger, the ballpoint?",ballpoint,punching bag,arbitration_dataset/images/size/size_0037_cf.png,arbitration_dataset/images/size/size_0037_std.png,visual_counterfact
size_0038,size,ballpoint,"Which is bigger, the ballpoint?",rapeseed,ballpoint,arbitration_dataset/images/size/size_0038_cf.png,arbitration_dataset/images/size/size_0038_std.png,visual_counterfact
size_0039,size,banana,"Which is bigger, the banana?",peas,banana,arbitration_dataset/images/size/size_0039_cf.png,arbitration_dataset/images/size/size_0039_std.png,visual_counterfact
size_0040,size,barrel,"Which is bigger, the barrel?",barrel,barn,arbitration_dataset/images/size/size_0040_cf.png,arbitration_dataset/images/size/size_0040_std.png,visual_counterfact
size_0041,size,barrel,"Which is bigger, the barrel?",lime,barrel,arbitration_dataset/images/size/size_0041_cf.png,arbitration_dataset/images/size/size_0041_std.png,visual_counterfact
size_0042,size,baseball,"Which is bigger, the baseball?",baseball,orangutan,arbitration_dataset/images/size/size_0042_cf.png,arbitration_dataset/images/size/size_0042_std.png,visual_counterfact
size_0043,size,baseball,"Which is bigger, the baseball?",safety pin,baseball,arbitration_dataset/images/size/size_0043_cf.png,arbitration_dataset/images/size/size_0043_std.png,visual_counterfact
size_0044,size,basketball,"Which is bigger, the basketball?",caterpillar,basketball,arbitration_dataset/images/size/size_0044_cf.png,arbitration_dataset/images/size/size_0044_std.png,visual_counterfact
size_0045,size,bassoon,"Which is bigger, the bassoon?",earthstar,bassoon,arbitration_dataset/images/size/size_0045_cf.png,arbitration_dataset/images/size/size_0045_std.png,visual_counterfact
size_0046,size,bassoon,"Which is bigger, the bassoon?",bassoon,truck,arbitration_dataset/images/size/size_0046_cf.png,arbitration_dataset/images/size/size_0046_std.png,visual_counterfact
size_0047,size,bat,"Which is bigger, the bat?",bat,ox,arbitration_dataset/images/size/size_0047_cf.png,arbitration_dataset/images/size/size_0047_std.png,visual_counterfact
size_0048,size,bat,"Which is bigger, the bat?",raisin,bat,arbitration_dataset/images/size/size_0048_cf.png,arbitration_dataset/images/size/size_0048_std.png,visual_counterfact
size_0049,size,beacon,"Which is bigger, the beacon?",beacon,tree,arbitration_dataset/images/size/size_0049_cf.png,arbitration_dataset/images/size/size_0049_std.png,visual_counterfact
size_0050,size,beacon,"Which is bigger, the beacon?",apples,beacon,arbitration_dataset/images/size/size_0050_cf.png,arbitration_dataset/images/size/size_0050_std.png,visual_counterfact
size_0051,size,beans,"Which is bigger, the beans?",beans,turnip,arbitration_dataset/images/size/size_0051_cf.png,arbitration_dataset/images/size/size_0051_std.png,visual_counterfact
size_0052,size,beans,"Which is bigger, the beans?",wasp,beans,arbitration_dataset/images/size/size_0052_cf.png,arbitration_dataset/images/size/size_0052_std.png,visual_counterfact
size_0053,size,bear,"Which is bigger, the bear?",daisy,bear,arbitration_dataset/images/size/size_0053_cf.png,arbitration_dataset/images/size/size_0053_std.png,visual_counterfact
size_0054,size,bear,"Which is bigger, the bear?",spinach,bear,arbitration_dataset/images/size/size_0054_cf.png,arbitration_dataset/images/size/size_0054_std.png,visual_counterfact
size_0055,size,bear,"Which is bigger, the bear?",bear,rocket,arbitration_dataset/images/size/size_0055_cf.png,arbitration_dataset/images/size/size_0055_std.png,visual_counterfact
size_0056,size,bearskin,"Which is bigger, the bearskin?",bullfrog,bearskin,arbitration_dataset/images/size/size_0056_cf.png,arbitration_dataset/images/size/size_0056_std.png,visual_counterfact
size_0057,size,beaver,"Which is bigger, the beaver?",beaver,bus,arbitration_dataset/images/size/size_0057_cf.png,arbitration_dataset/images/size/size_0057_std.png,visual_counterfact
size_0058,size,beaver,"Which is bigger, the beaver?",key,beaver,arbitration_dataset/images/size/size_0058_cf.png,arbitration_dataset/images/size/size_0058_std.png,visual_counterfact
size_0059,size,beehive,"Which is bigger, the beehive?",hornet,beehive,arbitration_dataset/images/size/size_0059_cf.png,arbitration_dataset/images/size/size_0059_std.png,visual_counterfact
size_0060,size,beetle,"Which is bigger, the beetle?",ant,beetle,arbitration_dataset/images/size/size_0060_cf.png,arbitration_dataset/images/size/size_0060_std.png,visual_counterfact
size_0061,size,beetle,"Which is bigger, the beetle?",beetle,chinese lantern,arbitration_dataset/images/size/size_0061_cf.png,arbitration_dataset/images/size/size_0061_std.png,visual_counterfact
size_0062,size,beetle,"Which is bigger, the beetle?",beetle,mantis,arbitration_dataset/images/size/size_0062_cf.png,arbitration_dataset/images/size/size_0062_std.png,visual_counterfact
size_0063,size,beets,"Which is bigger, the beets?",beets,buzzard,arbitration_dataset/images/size/size_0063_cf.png,arbitration_dataset/images/size/size_0063_std.png,visual_counterfact
size_0064,size,beets,"Which is bigger, the beets?",peas,beets,arbitration_dataset/images/size/size_0064_cf.png,arbitration_dataset/images/size/size_0064_std.png,visual_counterfact
size_0065,size,bench,"Which is bigger, the bench?",bench,rocket,arbitration_dataset/images/size/size_0065_cf.png,arbitration_dataset/images/size/size_0065_std.png,visual_counterfact
size_0066,size,bench,"Which is bigger, the bench?",salamander,bench,arbitration_dataset/images/size/size_0066_cf.png,arbitration_dataset/images/size/size_0066_std.png,visual_counterfact
size_0067,size,bench,"Which is bigger, the bench?",bench,rocket,arbitration_dataset/images/size/size_0067_cf.png,arbitration_dataset/images/size/size_0067_std.png,visual_counterfact
size_0068,size,bench,"Which is bigger, the bench?",salamander,bench,arbitration_dataset/images/size/size_0068_cf.png,arbitration_dataset/images/size/size_0068_std.png,visual_counterfact
size_0069,size,binoculars,"Which is bigger, the binoculars?",matchstick,binoculars,arbitration_dataset/images/size/size_0069_cf.png,arbitration_dataset/images/size/size_0069_std.png,visual_counterfact
size_0070,size,binoculars,"Which is bigger, the binoculars?",binoculars,shark,arbitration_dataset/images/size/size_0070_cf.png,arbitration_dataset/images/size/size_0070_std.png,visual_counterfact
size_0071,size,birch,"Which is bigger, the birch?",jeans,birch,arbitration_dataset/images/size/size_0071_cf.png,arbitration_dataset/images/size/size_0071_std.png,visual_counterfact
size_0072,size,bird,"Which is bigger, the bird?",bird,lifeboat,arbitration_dataset/images/size/size_0072_cf.png,arbitration_dataset/images/size/size_0072_std.png,visual_counterfact
size_0073,size,bird,"Which is bigger, the bird?",eraser,bird,arbitration_dataset/images/size/size_0073_cf.png,arbitration_dataset/images/size/size_0073_std.png,visual_counterfact
size_0074,size,bison,"Which is bigger, the bison?",dove,bison,arbitration_dataset/images/size/size_0074_cf.png,arbitration_dataset/images/size/size_0074_std.png,visual_counterfact
size_0075,size,bison,"Which is bigger, the bison?",bison,birch,arbitration_dataset/images/size/size_0075_cf.png,arbitration_dataset/images/size/size_0075_std.png,visual_counterfact
size_0076,size,bittern,"Which is bigger, the bittern?",bittern,rv,arbitration_dataset/images/size/size_0076_cf.png,arbitration_dataset/images/size/size_0076_std.png,visual_counterfact
size_0077,size,bittern,"Which is bigger, the bittern?",mantis,bittern,arbitration_dataset/images/size/size_0077_cf.png,arbitration_dataset/images/size/size_0077_std.png,visual_counterfact
size_0078,size,blackbird,"Which is bigger, the blackbird?",raspberry,blackbird,arbitration_dataset/images/size/size_0078_cf.png,arbitration_dataset/images/size/size_0078_std.png,visual_counterfact
size_0079,size,blackbird,"Which is bigger, the blackbird?",blackbird,buffalo,arbitration_dataset/images/size/size_0079_cf.png,arbitration_dataset/images/size/size_0079_std.png,visual_counterfact
size_0080,size,blueberry,"Which is bigger, the blueberry?",grape,blueberry,arbitration_dataset/images/size/size_0080_cf.png,arbitration_dataset/images/size/size_0080_std.png,visual_counterfact
size_0081,size,blueberry,"Which is bigger, the blueberry?",blueberry,bread,arbitration_dataset/images/size/size_0081_cf.png,arbitration_dataset/images/size/size_0081_std.png,visual_counterfact
size_0082,size,bluejay,"Which is bigger, the bluejay?",bluejay,ox,arbitration_dataset/images/size/size_0082_cf.png,arbitration_dataset/images/size/size_0082_std.png,visual_counterfact
size_0083,size,bluejay,"Which is bigger, the bluejay?",cranberry,bluejay,arbitration_dataset/images/size/size_0083_cf.png,arbitration_dataset/images/size/size_0083_std.png,visual_counterfact
size_0084,size,boar,"Which is bigger, the boar?",boar,tree,arbitration_dataset/images/size/size_0084_cf.png,arbitration_dataset/images/size/size_0084_std.png,visual_counterfact
size_0085,size,boar,"Which is bigger, the boar?",binoculars,boar,arbitration_dataset/images/size/size_0085_cf.png,arbitration_dataset/images/size/size_0085_std.png,visual_counterfact
size_0086,size,boat,"Which is bigger, the boat?",loudspeaker,boat,arbitration_dataset/images/size/size_0086_cf.png,arbitration_dataset/images/size/size_0086_std.png,visual_counterfact
size_0087,size,boat,"Which is bigger, the boat?",boat,container ship,arbitration_dataset/images/size/size_0087_cf.png,arbitration_dataset/images/size/size_0087_std.png,visual_counterfact
size_0088,size,bookcase,"Which is bigger, the bookcase?",watch,bookcase,arbitration_dataset/images/size/size_0088_cf.png,arbitration_dataset/images/size/size_0088_std.png,visual_counterfact
size_0089,size,bottle,"Which is bigger, the bottle?",cranberry,bottle,arbitration_dataset/images/size/size_0089_cf.png,arbitration_dataset/images/size/size_0089_std.png,visual_counterfact
size_0090,size,bottle,"Which is bigger, the bottle?",bottle,walrus,arbitration_dataset/images/size/size_0090_cf.png,arbitration_dataset/images/size/size_0090_std.png,visual_counterfact
size_0091,size,bottle,"Which is bigger, the bottle?",acorn,bottle,arbitration_dataset/images/size/size_0091_cf.png,arbitration_dataset/images/size/size_0091_std.png,visual_counterfact
